DateKey,Date,Year,Quarter,Month,MonthName,MonthYear,Week,Day,DayOfWeek,IsWeekend,FiscalYear,Season,IsFestivalWindow
20240329,2024-03-29,2024,1,3,Mar,Mar-2024,13,29,Friday,False,FY24,Summer,False
20240330,2024-03-30,2024,1,3,Mar,Mar-2024,13,30,Saturday,True,FY24,Summer,False
20240331,2024-03-31,2024,1,3,Mar,Mar-2024,13,31,Sunday,True,FY24,Summer,False
20240401,2024-04-01,2024,2,4,Apr,Apr-2024,14,1,Monday,False,FY25,Summer,False
20240402,2024-04-02,2024,2,4,Apr,Apr-2024,14,2,Tuesday,False,FY25,Summer,False
20240403,2024-04-03,2024,2,4,Apr,Apr-2024,14,3,Wednesday,False,FY25,Summer,False
20240404,2024-04-04,2024,2,4,Apr,Apr-2024,14,4,Thursday,False,FY25,Summer,False
20240405,2024-04-05,2024,2,4,Apr,Apr-2024,14,5,Friday,False,FY25,Summer,False
20240406,2024-04-06,2024,2,4,Apr,Apr-2024,14,6,Saturday,True,FY25,Summer,False
20240407,2024-04-07,2024,2,4,Apr,Apr-2024,14,7,Sunday,True,FY25,Summer,False
20240408,2024-04-08,2024,2,4,Apr,Apr-2024,15,8,Monday,False,FY25,Summer,False
20240409,2024-04-09,2024,2,4,Apr,Apr-2024,15,9,Tuesday,False,FY25,Summer,False
20240410,2024-04-10,2024,2,4,Apr,Apr-2024,15,10,Wednesday,False,FY25,Summer,False
20240411,2024-04-11,2024,2,4,Apr,Apr-2024,15,11,Thursday,False,FY25,Summer,False
20240412,2024-04-12,2024,2,4,Apr,Apr-2024,15,12,Friday,False,FY25,Summer,False
20240413,2024-04-13,2024,2,4,Apr,Apr-2024,15,13,Saturday,True,FY25,Summer,False
20240414,2024-04-14,2024,2,4,Apr,Apr-2024,15,14,Sunday,True,FY25,Summer,False
20240415,2024-04-15,2024,2,4,Apr,Apr-2024,16,15,Monday,False,FY25,Summer,False
20240416,2024-04-16,2024,2,4,Apr,Apr-2024,16,16,Tuesday,False,FY25,Summer,False
20240417,2024-04-17,2024,2,4,Apr,Apr-2024,16,17,Wednesday,False,FY25,Summer,False
20240418,2024-04-18,2024,2,4,Apr,Apr-2024,16,18,Thursday,False,FY25,Summer,False
20240419,2024-04-19,2024,2,4,Apr,Apr-2024,16,19,Friday,False,FY25,Summer,False
20240420,2024-04-20,2024,2,4,Apr,Apr-2024,16,20,Saturday,True,FY25,Summer,False
20240421,2024-04-21,2024,2,4,Apr,Apr-2024,16,21,Sunday,True,FY25,Summer,False
20240422,2024-04-22,2024,2,4,Apr,Apr-2024,17,22,Monday,False,FY25,Summer,False
20240423,2024-04-23,2024,2,4,Apr,Apr-2024,17,23,Tuesday,False,FY25,Summer,False
20240424,2024-04-24,2024,2,4,Apr,Apr-2024,17,24,Wednesday,False,FY25,Summer,False
20240425,2024-04-25,2024,2,4,Apr,Apr-2024,17,25,Thursday,False,FY25,Summer,False
20240426,2024-04-26,2024,2,4,Apr,Apr-2024,17,26,Friday,False,FY25,Summer,False
20240427,2024-04-27,2024,2,4,Apr,Apr-2024,17,27,Saturday,True,FY25,Summer,False
20240428,2024-04-28,2024,2,4,Apr,Apr-2024,17,28,Sunday,True,FY25,Summer,False
20240429,2024-04-29,2024,2,4,Apr,Apr-2024,18,29,Monday,False,FY25,Summer,False
20240430,2024-04-30,2024,2,4,Apr,Apr-2024,18,30,Tuesday,False,FY25,Summer,False
20240501,2024-05-01,2024,2,5,May,May-2024,18,1,Wednesday,False,FY25,Summer,False
20240502,2024-05-02,2024,2,5,May,May-2024,18,2,Thursday,False,FY25,Summer,False
20240503,2024-05-03,2024,2,5,May,May-2024,18,3,Friday,False,FY25,Summer,False
20240504,2024-05-04,2024,2,5,May,May-2024,18,4,Saturday,True,FY25,Summer,False
20240505,2024-05-05,2024,2,5,May,May-2024,18,5,Sunday,True,FY25,Summer,False
20240506,2024-05-06,2024,2,5,May,May-2024,19,6,Monday,False,FY25,Summer,False
20240507,2024-05-07,2024,2,5,May,May-2024,19,7,Tuesday,False,FY25,Summer,False
20240508,2024-05-08,2024,2,5,May,May-2024,19,8,Wednesday,False,FY25,Summer,False
20240509,2024-05-09,2024,2,5,May,May-2024,19,9,Thursday,False,FY25,Summer,False
20240510,2024-05-10,2024,2,5,May,May-2024,19,10,Friday,False,FY25,Summer,False
20240511,2024-05-11,2024,2,5,May,May-2024,19,11,Saturday,True,FY25,Summer,False
20240512,2024-05-12,2024,2,5,May,May-2024,19,12,Sunday,True,FY25,Summer,False
20240513,2024-05-13,2024,2,5,May,May-2024,20,13,Monday,False,FY25,Summer,False
20240514,2024-05-14,2024,2,5,May,May-2024,20,14,Tuesday,False,FY25,Summer,False
20240515,2024-05-15,2024,2,5,May,May-2024,20,15,Wednesday,False,FY25,Summer,False
20240516,2024-05-16,2024,2,5,May,May-2024,20,16,Thursday,False,FY25,Summer,False
20240517,2024-05-17,2024,2,5,May,May-2024,20,17,Friday,False,FY25,Summer,False
20240518,2024-05-18,2024,2,5,May,May-2024,20,18,Saturday,True,FY25,Summer,False
20240519,2024-05-19,2024,2,5,May,May-2024,20,19,Sunday,True,FY25,Summer,False
20240520,2024-05-20,2024,2,5,May,May-2024,21,20,Monday,False,FY25,Summer,False
20240521,2024-05-21,2024,2,5,May,May-2024,21,21,Tuesday,False,FY25,Summer,False
20240522,2024-05-22,2024,2,5,May,May-2024,21,22,Wednesday,False,FY25,Summer,False
20240523,2024-05-23,2024,2,5,May,May-2024,21,23,Thursday,False,FY25,Summer,False
20240524,2024-05-24,2024,2,5,May,May-2024,21,24,Friday,False,FY25,Summer,False
20240525,2024-05-25,2024,2,5,May,May-2024,21,25,Saturday,True,FY25,Summer,False
20240526,2024-05-26,2024,2,5,May,May-2024,21,26,Sunday,True,FY25,Summer,False
20240527,2024-05-27,2024,2,5,May,May-2024,22,27,Monday,False,FY25,Summer,False
20240528,2024-05-28,2024,2,5,May,May-2024,22,28,Tuesday,False,FY25,Summer,False
20240529,2024-05-29,2024,2,5,May,May-2024,22,29,Wednesday,False,FY25,Summer,False
20240530,2024-05-30,2024,2,5,May,May-2024,22,30,Thursday,False,FY25,Summer,False
20240531,2024-05-31,2024,2,5,May,May-2024,22,31,Friday,False,FY25,Summer,False
20240601,2024-06-01,2024,2,6,Jun,Jun-2024,22,1,Saturday,True,FY25,Monsoon,False
20240602,2024-06-02,2024,2,6,Jun,Jun-2024,22,2,Sunday,True,FY25,Monsoon,False
20240603,2024-06-03,2024,2,6,Jun,Jun-2024,23,3,Monday,False,FY25,Monsoon,False
20240604,2024-06-04,2024,2,6,Jun,Jun-2024,23,4,Tuesday,False,FY25,Monsoon,False
20240605,2024-06-05,2024,2,6,Jun,Jun-2024,23,5,Wednesday,False,FY25,Monsoon,False
20240606,2024-06-06,2024,2,6,Jun,Jun-2024,23,6,Thursday,False,FY25,Monsoon,False
20240607,2024-06-07,2024,2,6,Jun,Jun-2024,23,7,Friday,False,FY25,Monsoon,False
20240608,2024-06-08,2024,2,6,Jun,Jun-2024,23,8,Saturday,True,FY25,Monsoon,False
20240609,2024-06-09,2024,2,6,Jun,Jun-2024,23,9,Sunday,True,FY25,Monsoon,False
20240610,2024-06-10,2024,2,6,Jun,Jun-2024,24,10,Monday,False,FY25,Monsoon,False
20240611,2024-06-11,2024,2,6,Jun,Jun-2024,24,11,Tuesday,False,FY25,Monsoon,False
20240612,2024-06-12,2024,2,6,Jun,Jun-2024,24,12,Wednesday,False,FY25,Monsoon,False
20240613,2024-06-13,2024,2,6,Jun,Jun-2024,24,13,Thursday,False,FY25,Monsoon,False
20240614,2024-06-14,2024,2,6,Jun,Jun-2024,24,14,Friday,False,FY25,Monsoon,False
20240615,2024-06-15,2024,2,6,Jun,Jun-2024,24,15,Saturday,True,FY25,Monsoon,False
20240616,2024-06-16,2024,2,6,Jun,Jun-2024,24,16,Sunday,True,FY25,Monsoon,False
20240617,2024-06-17,2024,2,6,Jun,Jun-2024,25,17,Monday,False,FY25,Monsoon,False
20240618,2024-06-18,2024,2,6,Jun,Jun-2024,25,18,Tuesday,False,FY25,Monsoon,False
20240619,2024-06-19,2024,2,6,Jun,Jun-2024,25,19,Wednesday,False,FY25,Monsoon,False
20240620,2024-06-20,2024,2,6,Jun,Jun-2024,25,20,Thursday,False,FY25,Monsoon,False
20240621,2024-06-21,2024,2,6,Jun,Jun-2024,25,21,Friday,False,FY25,Monsoon,False
20240622,2024-06-22,2024,2,6,Jun,Jun-2024,25,22,Saturday,True,FY25,Monsoon,False
20240623,2024-06-23,2024,2,6,Jun,Jun-2024,25,23,Sunday,True,FY25,Monsoon,False
20240624,2024-06-24,2024,2,6,Jun,Jun-2024,26,24,Monday,False,FY25,Monsoon,False
20240625,2024-06-25,2024,2,6,Jun,Jun-2024,26,25,Tuesday,False,FY25,Monsoon,False
20240626,2024-06-26,2024,2,6,Jun,Jun-2024,26,26,Wednesday,False,FY25,Monsoon,False
20240627,2024-06-27,2024,2,6,Jun,Jun-2024,26,27,Thursday,False,FY25,Monsoon,False
20240628,2024-06-28,2024,2,6,Jun,Jun-2024,26,28,Friday,False,FY25,Monsoon,False
20240629,2024-06-29,2024,2,6,Jun,Jun-2024,26,29,Saturday,True,FY25,Monsoon,False
20240630,2024-06-30,2024,2,6,Jun,Jun-2024,26,30,Sunday,True,FY25,Monsoon,False
20240701,2024-07-01,2024,3,7,Jul,Jul-2024,27,1,Monday,False,FY25,Monsoon,False
20240702,2024-07-02,2024,3,7,Jul,Jul-2024,27,2,Tuesday,False,FY25,Monsoon,False
20240703,2024-07-03,2024,3,7,Jul,Jul-2024,27,3,Wednesday,False,FY25,Monsoon,False
20240704,2024-07-04,2024,3,7,Jul,Jul-2024,27,4,Thursday,False,FY25,Monsoon,False
20240705,2024-07-05,2024,3,7,Jul,Jul-2024,27,5,Friday,False,FY25,Monsoon,False
20240706,2024-07-06,2024,3,7,Jul,Jul-2024,27,6,Saturday,True,FY25,Monsoon,False
20240707,2024-07-07,2024,3,7,Jul,Jul-2024,27,7,Sunday,True,FY25,Monsoon,False
20240708,2024-07-08,2024,3,7,Jul,Jul-2024,28,8,Monday,False,FY25,Monsoon,False
20240709,2024-07-09,2024,3,7,Jul,Jul-2024,28,9,Tuesday,False,FY25,Monsoon,False
20240710,2024-07-10,2024,3,7,Jul,Jul-2024,28,10,Wednesday,False,FY25,Monsoon,False
20240711,2024-07-11,2024,3,7,Jul,Jul-2024,28,11,Thursday,False,FY25,Monsoon,False
20240712,2024-07-12,2024,3,7,Jul,Jul-2024,28,12,Friday,False,FY25,Monsoon,False
20240713,2024-07-13,2024,3,7,Jul,Jul-2024,28,13,Saturday,True,FY25,Monsoon,False
20240714,2024-07-14,2024,3,7,Jul,Jul-2024,28,14,Sunday,True,FY25,Monsoon,False
20240715,2024-07-15,2024,3,7,Jul,Jul-2024,29,15,Monday,False,FY25,Monsoon,False
20240716,2024-07-16,2024,3,7,Jul,Jul-2024,29,16,Tuesday,False,FY25,Monsoon,False
20240717,2024-07-17,2024,3,7,Jul,Jul-2024,29,17,Wednesday,False,FY25,Monsoon,False
20240718,2024-07-18,2024,3,7,Jul,Jul-2024,29,18,Thursday,False,FY25,Monsoon,False
20240719,2024-07-19,2024,3,7,Jul,Jul-2024,29,19,Friday,False,FY25,Monsoon,False
20240720,2024-07-20,2024,3,7,Jul,Jul-2024,29,20,Saturday,True,FY25,Monsoon,False
20240721,2024-07-21,2024,3,7,Jul,Jul-2024,29,21,Sunday,True,FY25,Monsoon,False
20240722,2024-07-22,2024,3,7,Jul,Jul-2024,30,22,Monday,False,FY25,Monsoon,False
20240723,2024-07-23,2024,3,7,Jul,Jul-2024,30,23,Tuesday,False,FY25,Monsoon,False
20240724,2024-07-24,2024,3,7,Jul,Jul-2024,30,24,Wednesday,False,FY25,Monsoon,False
20240725,2024-07-25,2024,3,7,Jul,Jul-2024,30,25,Thursday,False,FY25,Monsoon,False
20240726,2024-07-26,2024,3,7,Jul,Jul-2024,30,26,Friday,False,FY25,Monsoon,False
20240727,2024-07-27,2024,3,7,Jul,Jul-2024,30,27,Saturday,True,FY25,Monsoon,False
20240728,2024-07-28,2024,3,7,Jul,Jul-2024,30,28,Sunday,True,FY25,Monsoon,False
20240729,2024-07-29,2024,3,7,Jul,Jul-2024,31,29,Monday,False,FY25,Monsoon,False
20240730,2024-07-30,2024,3,7,Jul,Jul-2024,31,30,Tuesday,False,FY25,Monsoon,False
20240731,2024-07-31,2024,3,7,Jul,Jul-2024,31,31,Wednesday,False,FY25,Monsoon,False
20240801,2024-08-01,2024,3,8,Aug,Aug-2024,31,1,Thursday,False,FY25,Monsoon,False
20240802,2024-08-02,2024,3,8,Aug,Aug-2024,31,2,Friday,False,FY25,Monsoon,False
20240803,2024-08-03,2024,3,8,Aug,Aug-2024,31,3,Saturday,True,FY25,Monsoon,False
20240804,2024-08-04,2024,3,8,Aug,Aug-2024,31,4,Sunday,True,FY25,Monsoon,False
20240805,2024-08-05,2024,3,8,Aug,Aug-2024,32,5,Monday,False,FY25,Monsoon,False
20240806,2024-08-06,2024,3,8,Aug,Aug-2024,32,6,Tuesday,False,FY25,Monsoon,False
20240807,2024-08-07,2024,3,8,Aug,Aug-2024,32,7,Wednesday,False,FY25,Monsoon,False
20240808,2024-08-08,2024,3,8,Aug,Aug-2024,32,8,Thursday,False,FY25,Monsoon,False
20240809,2024-08-09,2024,3,8,Aug,Aug-2024,32,9,Friday,False,FY25,Monsoon,False
20240810,2024-08-10,2024,3,8,Aug,Aug-2024,32,10,Saturday,True,FY25,Monsoon,False
20240811,2024-08-11,2024,3,8,Aug,Aug-2024,32,11,Sunday,True,FY25,Monsoon,False
20240812,2024-08-12,2024,3,8,Aug,Aug-2024,33,12,Monday,False,FY25,Monsoon,False
20240813,2024-08-13,2024,3,8,Aug,Aug-2024,33,13,Tuesday,False,FY25,Monsoon,False
20240814,2024-08-14,2024,3,8,Aug,Aug-2024,33,14,Wednesday,False,FY25,Monsoon,False
20240815,2024-08-15,2024,3,8,Aug,Aug-2024,33,15,Thursday,False,FY25,Monsoon,False
20240816,2024-08-16,2024,3,8,Aug,Aug-2024,33,16,Friday,False,FY25,Monsoon,False
20240817,2024-08-17,2024,3,8,Aug,Aug-2024,33,17,Saturday,True,FY25,Monsoon,False
20240818,2024-08-18,2024,3,8,Aug,Aug-2024,33,18,Sunday,True,FY25,Monsoon,False
20240819,2024-08-19,2024,3,8,Aug,Aug-2024,34,19,Monday,False,FY25,Monsoon,False
20240820,2024-08-20,2024,3,8,Aug,Aug-2024,34,20,Tuesday,False,FY25,Monsoon,False
20240821,2024-08-21,2024,3,8,Aug,Aug-2024,34,21,Wednesday,False,FY25,Monsoon,False
20240822,2024-08-22,2024,3,8,Aug,Aug-2024,34,22,Thursday,False,FY25,Monsoon,False
20240823,2024-08-23,2024,3,8,Aug,Aug-2024,34,23,Friday,False,FY25,Monsoon,False
20240824,2024-08-24,2024,3,8,Aug,Aug-2024,34,24,Saturday,True,FY25,Monsoon,False
20240825,2024-08-25,2024,3,8,Aug,Aug-2024,34,25,Sunday,True,FY25,Monsoon,False
20240826,2024-08-26,2024,3,8,Aug,Aug-2024,35,26,Monday,False,FY25,Monsoon,False
20240827,2024-08-27,2024,3,8,Aug,Aug-2024,35,27,Tuesday,False,FY25,Monsoon,False
20240828,2024-08-28,2024,3,8,Aug,Aug-2024,35,28,Wednesday,False,FY25,Monsoon,False
20240829,2024-08-29,2024,3,8,Aug,Aug-2024,35,29,Thursday,False,FY25,Monsoon,False
20240830,2024-08-30,2024,3,8,Aug,Aug-2024,35,30,Friday,False,FY25,Monsoon,False
20240831,2024-08-31,2024,3,8,Aug,Aug-2024,35,31,Saturday,True,FY25,Monsoon,False
20240901,2024-09-01,2024,3,9,Sep,Sep-2024,35,1,Sunday,True,FY25,Monsoon,False
20240902,2024-09-02,2024,3,9,Sep,Sep-2024,36,2,Monday,False,FY25,Monsoon,False
20240903,2024-09-03,2024,3,9,Sep,Sep-2024,36,3,Tuesday,False,FY25,Monsoon,False
20240904,2024-09-04,2024,3,9,Sep,Sep-2024,36,4,Wednesday,False,FY25,Monsoon,False
20240905,2024-09-05,2024,3,9,Sep,Sep-2024,36,5,Thursday,False,FY25,Monsoon,False
20240906,2024-09-06,2024,3,9,Sep,Sep-2024,36,6,Friday,False,FY25,Monsoon,False
20240907,2024-09-07,2024,3,9,Sep,Sep-2024,36,7,Saturday,True,FY25,Monsoon,False
20240908,2024-09-08,2024,3,9,Sep,Sep-2024,36,8,Sunday,True,FY25,Monsoon,False
20240909,2024-09-09,2024,3,9,Sep,Sep-2024,37,9,Monday,False,FY25,Monsoon,False
20240910,2024-09-10,2024,3,9,Sep,Sep-2024,37,10,Tuesday,False,FY25,Monsoon,False
20240911,2024-09-11,2024,3,9,Sep,Sep-2024,37,11,Wednesday,False,FY25,Monsoon,False
20240912,2024-09-12,2024,3,9,Sep,Sep-2024,37,12,Thursday,False,FY25,Monsoon,False
20240913,2024-09-13,2024,3,9,Sep,Sep-2024,37,13,Friday,False,FY25,Monsoon,False
20240914,2024-09-14,2024,3,9,Sep,Sep-2024,37,14,Saturday,True,FY25,Monsoon,False
20240915,2024-09-15,2024,3,9,Sep,Sep-2024,37,15,Sunday,True,FY25,Monsoon,False
20240916,2024-09-16,2024,3,9,Sep,Sep-2024,38,16,Monday,False,FY25,Monsoon,False
20240917,2024-09-17,2024,3,9,Sep,Sep-2024,38,17,Tuesday,False,FY25,Monsoon,False
20240918,2024-09-18,2024,3,9,Sep,Sep-2024,38,18,Wednesday,False,FY25,Monsoon,False
20240919,2024-09-19,2024,3,9,Sep,Sep-2024,38,19,Thursday,False,FY25,Monsoon,False
20240920,2024-09-20,2024,3,9,Sep,Sep-2024,38,20,Friday,False,FY25,Monsoon,False
20240921,2024-09-21,2024,3,9,Sep,Sep-2024,38,21,Saturday,True,FY25,Monsoon,False
20240922,2024-09-22,2024,3,9,Sep,Sep-2024,38,22,Sunday,True,FY25,Monsoon,False
20240923,2024-09-23,2024,3,9,Sep,Sep-2024,39,23,Monday,False,FY25,Monsoon,False
20240924,2024-09-24,2024,3,9,Sep,Sep-2024,39,24,Tuesday,False,FY25,Monsoon,False
20240925,2024-09-25,2024,3,9,Sep,Sep-2024,39,25,Wednesday,False,FY25,Monsoon,False
20240926,2024-09-26,2024,3,9,Sep,Sep-2024,39,26,Thursday,False,FY25,Monsoon,False
20240927,2024-09-27,2024,3,9,Sep,Sep-2024,39,27,Friday,False,FY25,Monsoon,False
20240928,2024-09-28,2024,3,9,Sep,Sep-2024,39,28,Saturday,True,FY25,Monsoon,False
20240929,2024-09-29,2024,3,9,Sep,Sep-2024,39,29,Sunday,True,FY25,Monsoon,False
20240930,2024-09-30,2024,3,9,Sep,Sep-2024,40,30,Monday,False,FY25,Monsoon,False
20241001,2024-10-01,2024,4,10,Oct,Oct-2024,40,1,Tuesday,False,FY25,Autumn,False
20241002,2024-10-02,2024,4,10,Oct,Oct-2024,40,2,Wednesday,False,FY25,Autumn,False
20241003,2024-10-03,2024,4,10,Oct,Oct-2024,40,3,Thursday,False,FY25,Autumn,True
20241004,2024-10-04,2024,4,10,Oct,Oct-2024,40,4,Friday,False,FY25,Autumn,True
20241005,2024-10-05,2024,4,10,Oct,Oct-2024,40,5,Saturday,True,FY25,Autumn,True
20241006,2024-10-06,2024,4,10,Oct,Oct-2024,40,6,Sunday,True,FY25,Autumn,True
20241007,2024-10-07,2024,4,10,Oct,Oct-2024,41,7,Monday,False,FY25,Autumn,True
20241008,2024-10-08,2024,4,10,Oct,Oct-2024,41,8,Tuesday,False,FY25,Autumn,True
20241009,2024-10-09,2024,4,10,Oct,Oct-2024,41,9,Wednesday,False,FY25,Autumn,True
20241010,2024-10-10,2024,4,10,Oct,Oct-2024,41,10,Thursday,False,FY25,Autumn,True
20241011,2024-10-11,2024,4,10,Oct,Oct-2024,41,11,Friday,False,FY25,Autumn,True
20241012,2024-10-12,2024,4,10,Oct,Oct-2024,41,12,Saturday,True,FY25,Autumn,True
20241013,2024-10-13,2024,4,10,Oct,Oct-2024,41,13,Sunday,True,FY25,Autumn,False
20241014,2024-10-14,2024,4,10,Oct,Oct-2024,42,14,Monday,False,FY25,Autumn,False
20241015,2024-10-15,2024,4,10,Oct,Oct-2024,42,15,Tuesday,False,FY25,Autumn,False
20241016,2024-10-16,2024,4,10,Oct,Oct-2024,42,16,Wednesday,False,FY25,Autumn,False
20241017,2024-10-17,2024,4,10,Oct,Oct-2024,42,17,Thursday,False,FY25,Autumn,False
20241018,2024-10-18,2024,4,10,Oct,Oct-2024,42,18,Friday,False,FY25,Autumn,False
20241019,2024-10-19,2024,4,10,Oct,Oct-2024,42,19,Saturday,True,FY25,Autumn,False
20241020,2024-10-20,2024,4,10,Oct,Oct-2024,42,20,Sunday,True,FY25,Autumn,False
20241021,2024-10-21,2024,4,10,Oct,Oct-2024,43,21,Monday,False,FY25,Autumn,False
20241022,2024-10-22,2024,4,10,Oct,Oct-2024,43,22,Tuesday,False,FY25,Autumn,True
20241023,2024-10-23,2024,4,10,Oct,Oct-2024,43,23,Wednesday,False,FY25,Autumn,True
20241024,2024-10-24,2024,4,10,Oct,Oct-2024,43,24,Thursday,False,FY25,Autumn,True
20241025,2024-10-25,2024,4,10,Oct,Oct-2024,43,25,Friday,False,FY25,Autumn,True
20241026,2024-10-26,2024,4,10,Oct,Oct-2024,43,26,Saturday,True,FY25,Autumn,True
20241027,2024-10-27,2024,4,10,Oct,Oct-2024,43,27,Sunday,True,FY25,Autumn,True
20241028,2024-10-28,2024,4,10,Oct,Oct-2024,44,28,Monday,False,FY25,Autumn,True
20241029,2024-10-29,2024,4,10,Oct,Oct-2024,44,29,Tuesday,False,FY25,Autumn,True
20241030,2024-10-30,2024,4,10,Oct,Oct-2024,44,30,Wednesday,False,FY25,Autumn,True
20241031,2024-10-31,2024,4,10,Oct,Oct-2024,44,31,Thursday,False,FY25,Autumn,True
20241101,2024-11-01,2024,4,11,Nov,Nov-2024,44,1,Friday,False,FY25,Winter,True
20241102,2024-11-02,2024,4,11,Nov,Nov-2024,44,2,Saturday,True,FY25,Winter,True
20241103,2024-11-03,2024,4,11,Nov,Nov-2024,44,3,Sunday,True,FY25,Winter,True
20241104,2024-11-04,2024,4,11,Nov,Nov-2024,45,4,Monday,False,FY25,Winter,True
20241105,2024-11-05,2024,4,11,Nov,Nov-2024,45,5,Tuesday,False,FY25,Winter,False
20241106,2024-11-06,2024,4,11,Nov,Nov-2024,45,6,Wednesday,False,FY25,Winter,False
20241107,2024-11-07,2024,4,11,Nov,Nov-2024,45,7,Thursday,False,FY25,Winter,False
20241108,2024-11-08,2024,4,11,Nov,Nov-2024,45,8,Friday,False,FY25,Winter,False
20241109,2024-11-09,2024,4,11,Nov,Nov-2024,45,9,Saturday,True,FY25,Winter,False
20241110,2024-11-10,2024,4,11,Nov,Nov-2024,45,10,Sunday,True,FY25,Winter,False
20241111,2024-11-11,2024,4,11,Nov,Nov-2024,46,11,Monday,False,FY25,Winter,False
20241112,2024-11-12,2024,4,11,Nov,Nov-2024,46,12,Tuesday,False,FY25,Winter,False
20241113,2024-11-13,2024,4,11,Nov,Nov-2024,46,13,Wednesday,False,FY25,Winter,False
20241114,2024-11-14,2024,4,11,Nov,Nov-2024,46,14,Thursday,False,FY25,Winter,False
20241115,2024-11-15,2024,4,11,Nov,Nov-2024,46,15,Friday,False,FY25,Winter,False
20241116,2024-11-16,2024,4,11,Nov,Nov-2024,46,16,Saturday,True,FY25,Winter,False
20241117,2024-11-17,2024,4,11,Nov,Nov-2024,46,17,Sunday,True,FY25,Winter,False
20241118,2024-11-18,2024,4,11,Nov,Nov-2024,47,18,Monday,False,FY25,Winter,False
20241119,2024-11-19,2024,4,11,Nov,Nov-2024,47,19,Tuesday,False,FY25,Winter,False
20241120,2024-11-20,2024,4,11,Nov,Nov-2024,47,20,Wednesday,False,FY25,Winter,False
20241121,2024-11-21,2024,4,11,Nov,Nov-2024,47,21,Thursday,False,FY25,Winter,False
20241122,2024-11-22,2024,4,11,Nov,Nov-2024,47,22,Friday,False,FY25,Winter,False
20241123,2024-11-23,2024,4,11,Nov,Nov-2024,47,23,Saturday,True,FY25,Winter,False
20241124,2024-11-24,2024,4,11,Nov,Nov-2024,47,24,Sunday,True,FY25,Winter,False
20241125,2024-11-25,2024,4,11,Nov,Nov-2024,48,25,Monday,False,FY25,Winter,False
20241126,2024-11-26,2024,4,11,Nov,Nov-2024,48,26,Tuesday,False,FY25,Winter,False
20241127,2024-11-27,2024,4,11,Nov,Nov-2024,48,27,Wednesday,False,FY25,Winter,False
20241128,2024-11-28,2024,4,11,Nov,Nov-2024,48,28,Thursday,False,FY25,Winter,False
20241129,2024-11-29,2024,4,11,Nov,Nov-2024,48,29,Friday,False,FY25,Winter,False
20241130,2024-11-30,2024,4,11,Nov,Nov-2024,48,30,Saturday,True,FY25,Winter,False
20241201,2024-12-01,2024,4,12,Dec,Dec-2024,48,1,Sunday,True,FY25,Winter,False
20241202,2024-12-02,2024,4,12,Dec,Dec-2024,49,2,Monday,False,FY25,Winter,False
20241203,2024-12-03,2024,4,12,Dec,Dec-2024,49,3,Tuesday,False,FY25,Winter,False
20241204,2024-12-04,2024,4,12,Dec,Dec-2024,49,4,Wednesday,False,FY25,Winter,False
20241205,2024-12-05,2024,4,12,Dec,Dec-2024,49,5,Thursday,False,FY25,Winter,False
20241206,2024-12-06,2024,4,12,Dec,Dec-2024,49,6,Friday,False,FY25,Winter,False
20241207,2024-12-07,2024,4,12,Dec,Dec-2024,49,7,Saturday,True,FY25,Winter,False
20241208,2024-12-08,2024,4,12,Dec,Dec-2024,49,8,Sunday,True,FY25,Winter,False
20241209,2024-12-09,2024,4,12,Dec,Dec-2024,50,9,Monday,False,FY25,Winter,False
20241210,2024-12-10,2024,4,12,Dec,Dec-2024,50,10,Tuesday,False,FY25,Winter,False
20241211,2024-12-11,2024,4,12,Dec,Dec-2024,50,11,Wednesday,False,FY25,Winter,False
20241212,2024-12-12,2024,4,12,Dec,Dec-2024,50,12,Thursday,False,FY25,Winter,False
20241213,2024-12-13,2024,4,12,Dec,Dec-2024,50,13,Friday,False,FY25,Winter,False
20241214,2024-12-14,2024,4,12,Dec,Dec-2024,50,14,Saturday,True,FY25,Winter,False
20241215,2024-12-15,2024,4,12,Dec,Dec-2024,50,15,Sunday,True,FY25,Winter,False
20241216,2024-12-16,2024,4,12,Dec,Dec-2024,51,16,Monday,False,FY25,Winter,False
20241217,2024-12-17,2024,4,12,Dec,Dec-2024,51,17,Tuesday,False,FY25,Winter,False
20241218,2024-12-18,2024,4,12,Dec,Dec-2024,51,18,Wednesday,False,FY25,Winter,False
20241219,2024-12-19,2024,4,12,Dec,Dec-2024,51,19,Thursday,False,FY25,Winter,False
20241220,2024-12-20,2024,4,12,Dec,Dec-2024,51,20,Friday,False,FY25,Winter,False
20241221,2024-12-21,2024,4,12,Dec,Dec-2024,51,21,Saturday,True,FY25,Winter,False
20241222,2024-12-22,2024,4,12,Dec,Dec-2024,51,22,Sunday,True,FY25,Winter,False
20241223,2024-12-23,2024,4,12,Dec,Dec-2024,52,23,Monday,False,FY25,Winter,False
20241224,2024-12-24,2024,4,12,Dec,Dec-2024,52,24,Tuesday,False,FY25,Winter,False
20241225,2024-12-25,2024,4,12,Dec,Dec-2024,52,25,Wednesday,False,FY25,Winter,False
20241226,2024-12-26,2024,4,12,Dec,Dec-2024,52,26,Thursday,False,FY25,Winter,False
20241227,2024-12-27,2024,4,12,Dec,Dec-2024,52,27,Friday,False,FY25,Winter,False
20241228,2024-12-28,2024,4,12,Dec,Dec-2024,52,28,Saturday,True,FY25,Winter,False
